-14.3785503382	39.7177962417	39.7559135261	-14.4013281346	39.6796789573	-14.3557725419	9.32953214949	101	301	0	110	0.314916406934
-14.2890299182	39.6163707715	39.6796789573	-14.3557725419	39.5530625857	-14.2222872945	18.1371602368	101	301	0	110	0.315193430385
-14.1619195691	39.4782050219	39.5530625857	-14.2222872945	39.4033474582	-14.1015518436	19.6092415556	101	301	0	110	0.315700778574
-14.0208066339	39.3515599426	39.4033474582	-14.1015518436	39.299772427	-13.9400614242	18.0402522408	101	301	0	110	0.316266786922
-13.8461970473	39.2482731488	39.299772427	-13.9400614242	39.1967738706	-13.7523326705	19.8114043025	101	301	0	110	0.316721659422
-13.6603672993	39.1359991862	39.1967738706	-13.7523326705	39.0752245018	-13.5684019282	20.8406322526	101	301	0	110	0.317194555819
-13.4407086799	39.0416057132	39.0752245018	-13.5684019282	39.0079869245	-13.3130154316	23.2889031759	101	301	0	110	0.317718952825
-13.1752085877	38.9878965738	39.0079869245	-13.3130154316	38.9678062232	-13.0374017439	24.2365452132	101	301	0	110	0.318133645194
-12.938252349	38.9355324664	38.9678062232	-13.0374017439	38.9032587096	-12.8391029542	18.5927460188	101	301	0	110	0.318480537294
-12.6236152179	38.8614623187	38.9032587096	-12.8391029542	38.8196659278	-12.4081274816	38.4556946202	101	301	0	110	0.318837153117
-12.2125317273	38.718087195	38.8196659278	-12.4081274816	38.6165084622	-12.0169359731	40.7696580354	101	301	0	110	0.319436488619
-11.854245307	38.548050152	38.6165084622	-12.0169359731	38.4795918418	-11.6915546409	32.1321282572	101	301	0	110	0.320357792172
-11.4903756215	38.3836981381	38.4795918418	-11.6915546409	38.2878044343	-11.2891966022	41.0454341787	101	301	0	110	0.321022119357
-11.1212406965	38.1833192889	38.2878044343	-11.2891966022	38.0788341435	-10.9532847907	37.4423618047	101	301	0	110	0.321903191512
-10.814066326	37.9630069295	38.0788341435	-10.9532847907	37.8471797155	-10.6748478612	35.4873372651	101	301	0	110	0.322775224962
-10.5603826433	37.7235864019	37.8471797155	-10.6748478612	37.5999930884	-10.4459174254	34.0718378062	101	301	0	110	0.323661455773
-10.3343808226	37.4471665132	37.5999930884	-10.4459174254	37.294339938	-10.2228442197	39.2801098013	101	301	0	110	0.324547018888
-10.0961823104	37.1419446633	37.294339938	-10.2228442197	36.9895493886	-9.96952040112	40.6546580183	101	301	0	110	0.325586292168
-9.86139842991	36.8619394398	36.9895493886	-9.96952040112	36.734329491	-9.75327645869	34.2853606811	101	301	0	110	0.326633650712
-9.64660135411	36.6193495182	36.734329491	-9.75327645869	36.5043695454	-9.53992624953	31.8810126901	101	301	0	110	0.327504310398
-9.46431544451	36.436345961	36.5043695454	-9.53992624953	36.3683223766	-9.3887046395	20.2942634166	101	301	0	110	0.328294631073
-9.29233605336	36.2784084398	36.3683223766	-9.3887046395	36.188494503	-9.19596746722	26.4259733319	101	301	0	110	0.328776477097
-9.1346241858	36.1000061271	36.188494503	-9.19596746722	36.0115177512	-9.07328090438	22.555726174	101	301	0	110	0.329404080443
-8.98750660225	35.9083775335	36.0115177512	-9.07328090438	35.8052373158	-8.90173230011	27.6555772129	101	301	0	110	0.329970406603
-8.83417117619	35.6625987835	35.8052373158	-8.90173230011	35.5199602512	-8.76661005227	33.9891606568	101	301	0	110	0.330645307783
-8.67943166114	35.3465414538	35.5199602512	-8.76661005227	35.1731226565	-8.59225327001	41.6828677497	101	301	0	110	0.331499731887
-8.55912590284	35.0335502748	35.1731226565	-8.59225327001	34.8939778931	-8.52599853566	31.6202717231	101	301	0	110	0.332532999368
-8.51127801115	34.7306355	34.8939778931	-8.52599853566	34.5672931068	-8.49655748664	36.4252391319	101	301	0	110	0.333305306805
-8.45692665774	34.4441273177	34.5672931068	-8.49655748664	34.3209615287	-8.41729582885	28.3387951261	101	301	0	110	0.334167459566
-8.38491955927	34.2491190953	34.3209615287	-8.41729582885	34.1772766619	-8.35254328969	17.0495797499	101	301	0	110	0.334848127124
-8.32027667722	34.105414007	34.1772766619	-8.35254328969	34.0335513522	-8.28801006475	17.0502900361	101	301	0	110	0.335254202678
-8.25200090302	33.973296607	34.0335513522	-8.28801006475	33.9130418618	-8.21599174128	14.9554571574	101	301	0	110	0.335657903099
-8.19974413336	33.8857916488	33.9130418618	-8.21599174128	33.8585414359	-8.18349652544	6.76190140077	101	301	0	110	0.33600607684
-8.06399006388	33.7600784334	33.8585414359	-8.18349652544	33.6616154309	-7.94448360232	31.1077778737	101	301	0	110	0.336162909516
-7.88084413995	33.5512873579	33.6616154309	-7.94448360232	33.4409592849	-7.81720467757	27.223639924	101	301	0	110	0.336803546108
